id,trialnum,question_num,question,tot,rt
3,1,118,What is the last name of the man who began the Protestant reformation in Germany?,N/A,0
3,2,122,Which dynasty was in power throughout the 1500's in China?,no,3.933861306
3,3,71,What is the name of the British admiral who won the Battle of Trafalgar?,yes,2.001908021
3,4,80,What is the capital of Chile?,N/A,0
3,5,119,What is the name of the ship that carried the pilgrims to America in 1620?,N/A,0
3,6,85,What animals travel in pods? ,N/A,0
3,7,76,What is the last name of the man who rode horseback in 1775 to warn that the British were coming?,N/A,0
3,8,75,What is the world's largest snake?,N/A,0
3,9,109,What is the name of the kind of cat that spoke to Alice in the story Alice's adventures in Wonderland?,N/A,0
3,10,117,What human organ (or organs) does a nephrologist treat?,no,1.76295594
3,11,21,What is the last name of the first U.S. President to die in office?,N/A,0
3,12,94,What were raced in Greek and Roman hippodromes? ,no,0.934688298
3,13,40,What's the largest gland in the human body?,no,2.036821426
3,14,87,What is the more common name for a mandrill?,N/A,0
3,15,10,What is the last name of the man who wrote Canterbury Tales?,no,0.74341987
3,16,128,What is the name of a dried plum?,N/A,0
3,17,139,In which country is Angel Falls located?,N/A,0
3,18,138,What is the largest city in Canada?,N/A,0
3,19,6,In the bible whose name was changed to Israel?,N/A,0
3,20,42,In addition to the Kentucky Derby and the Belmont Stakes what horse race comprises the Triple Crown?,no,0.848646156
3,21,39,What country's capital is Tripoli?,N/A,0
3,22,98,Of which country is Nairobi the capital?,N/A,0
3,23,44,What is the last name of the author of Little Women?,yes,1.936511062
3,24,111,What is the name for a medical doctor who specializes in diseases of the skin?,no,2.020336659
3,25,55,What is the last name of the scientist who discovered radium?,yes,2.588131872
3,26,69,What is the highest mountain in the U.S.?,N/A,0
3,27,18,What is the capital of Delaware?,N/A,0
3,28,50,The general named Hannibal was from what city?,N/A,0
3,29,142,Which big cat usually carries its dead prey up into a tree to eat it?,N/A,0
3,30,93,What island is the largest in the world excluding Australia?,no,4.781810429
3,31,26,What was the name of the Union Ironclad ship that fought the Confederate ironclad Merrimack?,N/A,0
3,32,84,What's heaven to fallen Norse warriors?,N/A,0
3,33,14,Who was the title character in 'The Merchant of Venice'?,no,1.531213772
3,34,136,According to the FDA what's the only fish that produces real caviar?,N/A,0
3,35,82,What is the last name of the Russian novelist Teddy Roosevelt called 'a sexual and moral pervert'?,N/A,0
3,36,17,What is the last name of the author who wrote Oliver Twist?,yes,2.829853417
3,37,74,In which sport does a rider on horseback hit a ball with a mallet?,N/A,0
3,38,129,What was Cinderella's coach made from?,N/A,0
3,39,29,What is the last name of the man who assassinated President John Kennedy?,yes,2.249970768
3,40,96,What is the last name of the person who has graced the most Sports Illustrated covers?,N/A,0
3,41,67,What is the last name of the man who wrote the Star Spangled Banner?,yes,1.747383323
3,42,41,What is the name of the furry animal that attacks cobra snakes?,N/A,0
3,43,56,What is the last name of the commander who lost the battle of the Little Bighorn River?,N/A,0
3,44,79,What spice do chefs pay the most for?,N/A,0
3,45,34,What is the name of the avenue that immediately follows Atlantic Avenue in the game of Monopoly?,no,2.493228652
3,46,104,What is the name of the process by which plants make their food?,N/A,0
3,47,33,What is the name of the crime in which a person purposely betrays their country?,N/A,0
3,48,100,What kind of animal was befriended by the escaped slave Androcles in an Aesop Fable?,no,1.980436743
3,49,46,In what European city is the Parthenon located?,N/A,0
3,50,36,What sitcom received a record 117 Emmy nominations?,no,1.67712209
3,51,47,In what ancient city were the Hanging Gardens located?,N/A,0
3,52,81,In what country is the Dalai Lama's palace?,N/A,0
3,53,121,What is the name for the astronomical bodies that enter the earth's atmosphere?,N/A,0
3,54,133,What nation signed away a fourth of its European land in a 1918 Treaty?,no,1.465704392
3,55,144,What is the last name of the composer who wrote the opera 'Don Giovanni'?,no,2.399715366
3,56,65,Who was the most famous Greek doctor?,yes,1.714254166
3,57,103,What is the most populous country in Africa?,yes,2.55963503
3,58,66,Over which river is the George Washington Bridge?,no,1.445532712
3,59,48,What is the name of the man who assassinated Abraham Lincoln?,N/A,0
3,60,9,What is the last name of Batman's secret identity in the Batman comics?,N/A,0
3,61,143,What is the Taj Majal made of?,N/A,0
3,62,120,What city was Martin Luther King Jr. assassinated in?,N/A,0
3,63,5,What was the name of the zeppelin that exploded in Lakehurst N.J. in 1937?,no,1.70536983
3,64,86,What nuts are used in marzipan? ,N/A,0
3,65,88,What igneous rock makes up the bulk of Devils Tower?,no,1.369517603
3,66,2,What is the name of the collar bone?,N/A,0
3,67,72,What colorless gas is essential in the production of fertilizers and light bulbs?,N/A,0
3,68,0,What is the name of the river that runs through Rome?,no,0.594239318
3,69,90,What Old Testament patriarch is mentioned in the Bible a record 1005 times?,N/A,0
3,70,123,What is the last name of the man who was president directly after James Madison?,N/A,0
3,71,53,What is the northernmost country in continental South America?,N/A,0
3,72,141,What is the name of the captain of the Pequod in the book Moby Dick?,yes,1.606219551
3,73,83,What is the name of the mountain range that separates Asia from Europe?,N/A,0
3,74,8,What is the unit of electrical power that refers to the current of one ampere at one volt?,N/A,0
3,75,110,What is the capital of Denmark?,N/A,0
3,76,68,What Peanuts character clings to a security blanket?,yes,1.508111136
3,77,62,In which city is Michelangelo's statue of David located?,N/A,0
3,78,132,What was the last name of the woman who designed and sewed the first American flag?,N/A,0
3,79,28,What is the last name of the author of the book 1984?,N/A,0
3,80,124,What major city is on an island in the St. Lawrence River?,N/A,0
3,81,113,What is the last name of the villainous captain in the story Peter Pan?,N/A,0
3,82,1,What is the name of the palace in London in which the monarch of England resides?,yes,1.691411725
3,83,30,What is the name of the organ that produces insulin?,N/A,0
3,84,146,What country joins Central America to South America?,N/A,0
3,85,89,What is the last name of the renowned English author who had been a Polish sailor?,no,1.52306174
3,86,112,What is the first book of the Old Testament?,N/A,0
3,87,27,What is the name of the submarine in Jules Vernes's 20000 Leagues under the Sea?,no,1.737317335
3,88,135,What was the name of the mythological creature with the head of a woman and the body of a lion that killed all those unable to solve its riddle?,N/A,0
3,89,16,What is the last name of the person who always ended her PBS cooking shows with 'Bon appetit'?,no,1.743283296
3,90,13,What is the name of Batman's butler?,N/A,0
3,91,145,What is the last name of the man who invented dynamite?,yes,1.600592567
3,92,57,What is the last name of the man who invented the phonograph?,N/A,0
3,93,11,What is the last name of the Confederate general whose last words were 'Let us cross the river and rest in the shade'?,yes,1.874213703
3,94,60,What is the name of the unit of measure that refers to a six-foot depth of water?,N/A,0
3,95,61,What is the last name of the author of the James Bond novels?,yes,1.662590852
3,96,116,What is the last name of the person who defined 'The Beat Generation'?,no,1.475876061
3,97,23,What country gave the world the word 'geyser' for a hot spring?,N/A,0
3,98,51,Who was the first ruler of the Holy Roman Empire?,no,1.103935672
3,99,101,In which city is Heathrow Airport located?,N/A,0
3,100,97,Brown vs. Board of Education the landmark civil-rights case originated in what state?,N/A,0
3,101,106,What is the longest river in South America?,N/A,0
3,102,19,What is May's birthstone?,N/A,0
3,103,59,What is the name of a female sheep?,N/A,0
