id,trialnum,question_num,question,tot,rt
16,1,29,What is the last name of the man who assassinated President John Kennedy?,N/A,0
16,2,129,What was Cinderella's coach made from?,N/A,0
16,3,11,What is the last name of the Confederate general whose last words were 'Let us cross the river and rest in the shade'?,no,1.6328049795165498
16,4,132,What was the last name of the woman who designed and sewed the first American flag?,no,1.3766945526722338
16,5,40,What's the largest gland in the human body?,no,1.8890199671864139
16,6,54,What is the name of the island on which Napoleon was born?,no,1.3290198635995694
16,7,85,What animals travel in pods? ,no,1.2684936812065644
16,8,105,What virus killed two million people in 1967?,no,1.1966255739039298
16,9,118,What is the last name of the man who began the Protestant reformation in Germany?,N/A,0
16,10,58,What's the northernmost Baltic republic?,N/A,0
16,11,49,What is the last name of the criminal known as Scarface?,yes,1.440976343787952
16,12,117,What human organ (or organs) does a nephrologist treat?,yes,1.5898038450741296
16,13,26,What was the name of the Union Ironclad ship that fought the Confederate ironclad Merrimack?,no,1.3551508123205167
16,14,38,What is the last name of the author who wrote Brave New World?,N/A,0
16,15,7,What is the last name of the man who first studied genetic inheritance in plants?,N/A,0
16,16,21,What is the last name of the first U.S. President to die in office?,N/A,0
16,17,115,Who was the leader of the Argonauts?,N/A,0
16,18,119,What is the name of the ship that carried the pilgrims to America in 1620?,N/A,0
16,19,27,What is the name of the submarine in Jules Vernes's 20000 Leagues under the Sea?,N/A,0
16,20,45,What is the last name of the actress who received the Best Actress Award for the movie 'Mary Poppins'?,N/A,0
16,21,147,What is the name of the constellation that looks like a flying horse?,N/A,0
16,22,121,What is the name for the astronomical bodies that enter the earth's atmosphere?,no,1.9323604017827165
16,23,131,What staple crop does half the world's population depend on?,N/A,0
16,24,24,What is the capital of Jamaica?,N/A,0
16,25,146,What country joins Central America to South America?,no,1.0752614964612803
16,26,1,What is the name of the palace in London in which the monarch of England resides?,no,2.081078630716547
16,27,149,What is the last name of the singer who recorded 'Heartbreak Hotel' and 'All Shook Up'?,no,3.3495731539833287
16,28,14,Who was the title character in 'The Merchant of Venice'?,no,1.7919593321662433
16,29,94,What were raced in Greek and Roman hippodromes? ,no,0.7713261529875126
16,30,93,What island is the largest in the world excluding Australia?,N/A,0
16,31,23,What country gave the world the word 'geyser' for a hot spring?,no,1.5534911349768663
16,32,91,What is the last name of the man who supposedly killed Jesse James?,N/A,0
16,33,130,What's the 'Q' short for in Q-Tips?,no,1.222966711888148
16,34,19,What is May's birthstone?,no,1.3565540555891857
16,35,89,What is the last name of the renowned English author who had been a Polish sailor?,no,1.4521026010306741
16,36,73,What country has the ancient ruins of Machu Picchu?,N/A,0
