id,trialnum,question_num,question,tot,rt
29,1,135,What was the name of the mythological creature with the head of a woman and the body of a lion that killed all those unable to solve its riddle?,N/A,0
29,2,123,What is the last name of the man who was president directly after James Madison?,yes,2.384697641236926
29,3,27,What is the name of the submarine in Jules Vernes's 20000 Leagues under the Sea?,no,1.40832264666642
29,4,139,In which country is Angel Falls located?,no,1.3932487912134093
29,5,88,What igneous rock makes up the bulk of Devils Tower?,no,1.3922098126422497
29,6,100,What kind of animal was befriended by the escaped slave Androcles in an Aesop Fable?,no,1.3721514233102425
29,7,49,What is the last name of the criminal known as Scarface?,no,1.4342312951312124
29,8,33,What is the name of the crime in which a person purposely betrays their country?,no,1.8382648788538063
29,9,103,What is the most populous country in Africa?,N/A,0
29,10,10,What is the last name of the man who wrote Canterbury Tales?,N/A,0
29,11,78,What country suffered the slaughter of half a million Tutsis and Hutus in 1994?,yes,1.55658807853888
29,12,112,What is the first book of the Old Testament?,N/A,0
29,13,93,What island is the largest in the world excluding Australia?,N/A,0
29,14,25,What is the name of the project which developed the atomic bomb during World War II?,N/A,0
29,15,60,What is the name of the unit of measure that refers to a six-foot depth of water?,no,1.4077862911717602
29,16,121,What is the name for the astronomical bodies that enter the earth's atmosphere?,N/A,0
29,17,87,What is the more common name for a mandrill?,no,1.2746507717192799
29,18,90,What Old Testament patriarch is mentioned in the Bible a record 1005 times?,N/A,0
29,19,50,The general named Hannibal was from what city?,no,1.093656988575276
29,20,20,What is the capital of Kentucky?,N/A,0
29,21,89,What is the last name of the renowned English author who had been a Polish sailor?,yes,1.4720592714866143
29,22,128,What is the name of a dried plum?,N/A,0
29,23,53,What is the northernmost country in continental South America?,N/A,0
29,24,77,What brand name drug is most often prescribed to treat attention deficit disorder?,N/A,0
29,25,62,In which city is Michelangelo's statue of David located?,N/A,0
29,26,137,What liquor packs the punch in an Aztec Punch?,no,1.1885735914756879
29,27,31,What was the capital of Czechoslovakia?,no,1.2632257465738803
29,28,23,What country gave the world the word 'geyser' for a hot spring?,no,1.3127883094366553
29,29,141,What is the name of the captain of the Pequod in the book Moby Dick?,no,1.2575038210025014
29,30,59,What is the name of a female sheep?,no,1.4310699258521709
29,31,70,What is the name of the mansion in Virginia that was Thomas Jefferson's home?,no,1.2315636906168947
29,32,55,What is the last name of the scientist who discovered radium?,no,1.1788664236282784
29,33,40,What's the largest gland in the human body?,N/A,0
29,34,32,What is the capital of Bulgaria?,yes,1.397153110767249
29,35,0,What is the name of the river that runs through Rome?,yes,1.4439758092266857
29,36,24,What is the capital of Jamaica?,N/A,0
29,37,51,Who was the first ruler of the Holy Roman Empire?,yes,1.4967845134942763
29,38,8,What is the unit of electrical power that refers to the current of one ampere at one volt?,N/A,0
29,39,76,What is the last name of the man who rode horseback in 1775 to warn that the British were coming?,N/A,0
29,40,57,What is the last name of the man who invented the phonograph?,N/A,0
29,41,116,What is the last name of the person who defined 'The Beat Generation'?,N/A,0
29,42,96,What is the last name of the person who has graced the most Sports Illustrated covers?,no,0.9611064083237579
29,43,79,What spice do chefs pay the most for?,no,0.9332166944568598
29,44,98,Of which country is Nairobi the capital?,no,1.2668716848165786
29,45,131,What staple crop does half the world's population depend on?,N/A,0
29,46,85,What animals travel in pods? ,no,1.3112134866196357
29,47,146,What country joins Central America to South America?,N/A,0
29,48,4,What was the name of the first Apollo lunar module that landed the first man on the moon?,N/A,0
29,49,14,Who was the title character in 'The Merchant of Venice'?,yes,1.3042260590036676
29,50,9,What is the last name of Batman's secret identity in the Batman comics?,N/A,0
29,51,30,What is the name of the organ that produces insulin?,yes,1.3468763879745893
29,52,94,What were raced in Greek and Roman hippodromes? ,N/A,0
29,53,132,What was the last name of the woman who designed and sewed the first American flag?,yes,1.7288304791372866
29,54,113,What is the last name of the villainous captain in the story Peter Pan?,N/A,0
29,55,17,What is the last name of the author who wrote Oliver Twist?,N/A,0
29,56,7,What is the last name of the man who first studied genetic inheritance in plants?,yes,1.1152744422206524
29,57,136,According to the FDA what's the only fish that produces real caviar?,no,1.2216408858976138
29,58,71,What is the name of the British admiral who won the Battle of Trafalgar?,no,1.2839296380825544
29,59,122,Which dynasty was in power throughout the 1500's in China?,no,1.0093774856568416
29,60,16,What is the last name of the person who always ended her PBS cooking shows with 'Bon appetit'?,no,2.9115258481560886
29,61,142,Which big cat usually carries its dead prey up into a tree to eat it?,no,1.2357202665180012
29,62,28,What is the last name of the author of the book 1984?,N/A,0
29,63,114,What company invented the microprocessor in 1971?,N/A,0
29,64,35,What is the last name of the artist who is famous for producing images of Campbell's soup cans?,N/A,0
29,65,97,Brown vs. Board of Education the landmark civil-rights case originated in what state?,N/A,0
29,66,39,What country's capital is Tripoli?,yes,0.9854872739051643
29,67,74,In which sport does a rider on horseback hit a ball with a mallet?,N/A,0
