id,trialnum,question_num,question,tot,rt
14,1,17,What is the last name of the author who wrote Oliver Twist?,N/A,0
14,2,2,What is the name of the collar bone?,N/A,0
14,3,126,What is the last name of the artist who painted Guernica?,no,1.476875359992846
14,4,59,What is the name of a female sheep?,no,1.7048698186936235
14,5,141,What is the name of the captain of the Pequod in the book Moby Dick?,N/A,0
14,6,117,What human organ (or organs) does a nephrologist treat?,no,1.8441075756109058
14,7,56,What is the last name of the commander who lost the battle of the Little Bighorn River?,yes,1.713203371164127
14,8,136,According to the FDA what's the only fish that produces real caviar?,no,1.5743903019774734
14,9,122,Which dynasty was in power throughout the 1500's in China?,no,0.7997816601546219
14,10,65,Who was the most famous Greek doctor?,yes,1.6316239775878785
14,11,44,What is the last name of the author of Little Women?,N/A,0
14,12,24,What is the capital of Jamaica?,N/A,0
14,13,52,What is the capital of Wyoming?,no,2.1537239962763124
14,14,16,What is the last name of the person who always ended her PBS cooking shows with 'Bon appetit'?,N/A,0
14,15,111,What is the name for a medical doctor who specializes in diseases of the skin?,N/A,0
14,16,45,What is the last name of the actress who received the Best Actress Award for the movie 'Mary Poppins'?,yes,1.8001998922100029
14,17,42,In addition to the Kentucky Derby and the Belmont Stakes what horse race comprises the Triple Crown?,no,1.6346557386896166
14,18,8,What is the unit of electrical power that refers to the current of one ampere at one volt?,no,1.8210965197104088
14,19,61,What is the last name of the author of the James Bond novels?,N/A,0
14,20,102,What is the capital of Russia?,yes,1.5094649935417692
14,21,94,What were raced in Greek and Roman hippodromes? ,yes,1.9659829072370485
14,22,20,What is the capital of Kentucky?,N/A,0
14,23,50,The general named Hannibal was from what city?,yes,1.5398234009317093
14,24,73,What country has the ancient ruins of Machu Picchu?,N/A,0
14,25,144,What is the last name of the composer who wrote the opera 'Don Giovanni'?,no,2.151183553640294
14,26,76,What is the last name of the man who rode horseback in 1775 to warn that the British were coming?,N/A,0
14,27,29,What is the last name of the man who assassinated President John Kennedy?,no,1.5783945835100894
14,28,148,What country's ships transported four million African slaves to Brazil?,N/A,0
14,29,71,What is the name of the British admiral who won the Battle of Trafalgar?,no,1.548431004908707
14,30,135,What was the name of the mythological creature with the head of a woman and the body of a lion that killed all those unable to solve its riddle?,yes,1.539348696351226
14,31,30,What is the name of the organ that produces insulin?,yes,1.6674837932441733
14,32,27,What is the name of the submarine in Jules Vernes's 20000 Leagues under the Sea?,yes,1.6594480743115128
14,33,120,What city was Martin Luther King Jr. assassinated in?,yes,2.023938022884977
14,34,6,In the bible whose name was changed to Israel?,N/A,0
14,35,14,Who was the title character in 'The Merchant of Venice'?,no,1.5049971000371443
14,36,133,What nation signed away a fourth of its European land in a 1918 Treaty?,N/A,0
14,37,4,What was the name of the first Apollo lunar module that landed the first man on the moon?,yes,2.649428246773823
14,38,130,What's the 'Q' short for in Q-Tips?,no,1.2530755442021473
14,39,103,What is the most populous country in Africa?,no,1.5110037525973894
14,40,64,What kind of poison did Socrates take at his execution?,no,1.549163968044013
14,41,89,What is the last name of the renowned English author who had been a Polish sailor?,no,1.676295954735906
14,42,129,What was Cinderella's coach made from?,N/A,0
14,43,35,What is the last name of the artist who is famous for producing images of Campbell's soup cans?,yes,1.5386339789547492
14,44,80,What is the capital of Chile?,no,1.82068228386197
14,45,97,Brown vs. Board of Education the landmark civil-rights case originated in what state?,N/A,0
14,46,54,What is the name of the island on which Napoleon was born?,no,1.3800216195741086
14,47,142,Which big cat usually carries its dead prey up into a tree to eat it?,N/A,0
14,48,139,In which country is Angel Falls located?,no,1.5118566820947308
14,49,72,What colorless gas is essential in the production of fertilizers and light bulbs?,N/A,0
14,50,83,What is the name of the mountain range that separates Asia from Europe?,yes,2.023458337644115
14,51,78,What country suffered the slaughter of half a million Tutsis and Hutus in 1994?,yes,1.5488880944667471
14,52,127,What is the name of Socrates' most famous student?,yes,1.7252088373788865
14,53,11,What is the last name of the Confederate general whose last words were 'Let us cross the river and rest in the shade'?,no,1.465927686136638
14,54,60,What is the name of the unit of measure that refers to a six-foot depth of water?,no,1.419520516654302
