       value	     chindex	     chlabel	        bini	     ERPset
-1.451	45	         AF4	1	11
-0.731	46	         AF8	1	11
-1.937	47	          F2	1	11
-0.786	48	          F6	1	11
-0.919	49	         FC2	1	11
0.415	50	         FC6	1	11
0.834	51	          C2	1	11
1.512	52	          C6	1	11
2.282	53	         CP1	1	11
1.37	54	         CP5	1	11
3.635	55	          P1	1	11
2.6	56	          P5	1	11
4.126	57	         PO3	1	11
2.245	58	         PO7	1	11
2.877	59	         CP2	1	11
3.219	60	         CP6	1	11
4.441	61	          P2	1	11
5.946	62	          P6	1	11
5.878	63	         PO4	1	11
5.652	64	         PO8	1	11
-1.605	1	          Fz	2	11
-1.292	2	         FCz	2	11
-0.677	3	          Cz	2	11
0.216	4	         CPz	2	11
1.244	5	          Pz	2	11
1.756	6	          Oz	2	11
-1.529	7	         FP1	2	11
-1.556	8	          F3	2	11
-1.596	9	          F7	2	11
-0.78	10	         FC3	2	11
-0.8	11	         FT7	2	11
0.151	12	          C3	2	11
-1.21	13	         FP2	2	11
-1.36	14	          F4	2	11
-0.43	15	          F8	2	11
-0.449	16	         FC4	2	11
-0.242	17	         FT8	2	11
0.712	18	          C4	2	11
0.95	19	         CP3	2	11
0.145	20	         TP7	2	11
-0.07	21	          LM	2	11
1.713	22	          P3	2	11
0.92	23	          P7	2	11
1.819	24	          O1	2	11
2.191	25	         CP4	2	11
2.214	26	         TP8	2	11
0.07	27	          RM	2	11
3.647	28	          P4	2	11
3.431	29	          P8	2	11
2.927	30	          O2	2	11
-0.963	31	        HEOG	2	11
-2.141	32	        VEOG	2	11
-1.439	33	         NAZ	2	11
-1.326	34	         FPz	2	11
-1.584	35	         AFz	2	11
1.926	36	         POZ	2	11
-1.689	37	         AF3	2	11
-1.641	38	         AF7	2	11
-1.618	39	          F1	2	11
-1.586	40	          F5	2	11
-1.218	41	         FC1	2	11
-0.824	42	         FC5	2	11
-0.36	43	          C1	2	11
-0.036	44	          C5	2	11
-1.431	45	         AF4	2	11
-1.059	46	         AF8	2	11
-1.584	47	          F2	2	11
-0.848	48	          F6	2	11
-1.019	49	         FC2	2	11
0.057	50	         FC6	2	11
-0.036	51	          C2	2	11
0.934	52	          C6	2	11
0.51	53	         CP1	2	11
0.705	54	         CP5	2	11
1.467	55	          P1	2	11
1.701	56	          P5	2	11
2.685	57	         PO3	2	11
2.094	58	         PO7	2	11
1	59	         CP2	2	11
2.365	60	         CP6	2	11
1.961	61	          P2	2	11
4.682	62	          P6	2	11
4.417	63	         PO4	2	11
6.167	64	         PO8	2	11
-0.532	1	          Fz	1	12
0.687	2	         FCz	1	12
1.822	3	          Cz	1	12
2.356	4	         CPz	1	12
2.5	5	          Pz	1	12
0.236	6	          Oz	1	12
-0.554	7	         FP1	1	12
-0.284	8	          F3	1	12
-0.693	9	          F7	1	12
0.516	10	         FC3	1	12
-0.587	11	         FT7	1	12
1.181	12	          C3	1	12
-0.724	13	         FP2	1	12
-0.609	14	          F4	1	12
-0.694	15	          F8	1	12
0.714	16	         FC4	1	12
0.492	17	         FT8	1	12
1.719	18	          C4	1	12
2.014	19	         CP3	1	12
-0.3	20	         TP7	1	12
-0.123	21	          LM	1	12
2.1	22	          P3	1	12
-0.311	23	          P7	1	12
0.772	24	          O1	1	12
2.401	25	         CP4	1	12
1.25	26	         TP8	1	12
0.123	27	          RM	1	12
2.565	28	          P4	1	12
1.61	29	          P8	1	12
0.374	30	          O2	1	12
1.642	31	        HEOG	1	12
-1.519	32	        VEOG	1	12
-0.014	33	         NAZ	1	12
-0.343	34	         FPz	1	12
-0.782	35	         AFz	1	12
1.234	36	         POZ	1	12
-0.541	37	         AF3	1	12
-0.811	38	         AF7	1	12
-0.322	39	          F1	1	12
-0.736	40	          F5	1	12
0.419	41	         FC1	1	12
-0.168	42	         FC5	1	12
1.603	43	          C1	1	12
0.339	44	          C5	1	12
-0.811	45	         AF4	1	12
-1.509	46	         AF8	1	12
-0.492	47	          F2	1	12
-0.829	48	          F6	1	12
0.71	49	         FC2	1	12
0.245	50	         FC6	1	12
1.755	51	          C2	1	12
1.024	52	          C6	1	12
2.461	53	         CP1	1	12
0.669	54	         CP5	1	12
2.886	55	          P1	1	12
0.977	56	          P5	1	12
1.424	57	         PO3	1	12
-0.176	58	         PO7	1	12
2.449	59	         CP2	1	12
1.763	60	         CP6	1	12
2.411	61	          P2	1	12
2.256	62	          P6	1	12
1.094	63	         PO4	1	12
0.931	64	         PO8	1	12
1.685	1	          Fz	2	12
2.105	2	         FCz	2	12
2.537	3	          Cz	2	12
2.762	4	         CPz	2	12
2.436	5	          Pz	2	12
-0.2	6	          Oz	2	12
0.971	7	         FP1	2	12
1.43	8	          F3	2	12
0.364	9	          F7	2	12
1.883	10	         FC3	2	12
0.666	11	         FT7	2	12
2.214	12	          C3	2	12
1.204	13	         FP2	2	12
1.476	14	          F4	2	12
1.124	15	          F8	2	12
2.151	16	         FC4	2	12
1.8	17	         FT8	2	12
2.75	18	          C4	2	12
2.484	19	         CP3	2	12
0.217	20	         TP7	2	12
-0.191	21	          LM	2	12
2.417	22	          P3	2	12
-0.117	23	          P7	2	12
-0.416	24	          O1	2	12
2.948	25	         CP4	2	12
1.821	26	         TP8	2	12
0.191	27	          RM	2	12
2.682	28	          P4	2	12
1.718	29	          P8	2	12
-0.052	30	          O2	2	12
5.556	31	        HEOG	2	12
-0.195	32	        VEOG	2	12
1.318	33	         NAZ	2	12
1.309	34	         FPz	2	12
1.555	35	         AFz	2	12
0.79	36	         POZ	2	12
1.326	37	         AF3	2	12
0.404	38	         AF7	2	12
1.697	39	          F1	2	12
0.639	40	          F5	2	12
2.27	41	         FC1	2	12
1.307	42	         FC5	2	12
2.487	43	          C1	2	12
1.494	44	          C5	2	12
1.461	45	         AF4	2	12
0.692	46	         AF8	2	12
1.652	47	          F2	2	12
1.146	48	          F6	2	12
2.173	49	         FC2	2	12
1.923	50	         FC6	2	12
2.664	51	          C2	2	12
2.4	52	          C6	2	12
2.884	53	         CP1	2	12
1.351	54	         CP5	2	12
2.795	55	          P1	2	12
0.959	56	          P5	2	12
1.224	57	         PO3	2	12
-0.017	58	         PO7	2	12
2.833	59	         CP2	2	12
2.572	60	         CP6	2	12
2.387	61	          P2	2	12
2.195	62	          P6	2	12
0.696	63	         PO4	2	12
0.852	64	         PO8	2	12
2.384	1	          Fz	1	13
2.49	2	         FCz	1	13
2.883	3	          Cz	1	13
4.403	4	         CPz	1	13
5.207	5	          Pz	1	13
1.854	6	          Oz	1	13
2.643	7	         FP1	1	13
2.895	8	          F3	1	13
2.092	9	          F7	1	13
3.083	10	         FC3	1	13
1.867	11	         FT7	1	13
3.743	12	          C3	1	13
2.453	13	         FP2	1	13
2.034	14	          F4	1	13
1.34	15	          F8	1	13
2.094	16	         FC4	1	13
1.04	17	         FT8	1	13
2.632	18	          C4	1	13
4.38	19	         CP3	1	13
1.625	20	         TP7	1	13
0.025	21	          LM	1	13
4.817	22	          P3	1	13
0.878	23	          P7	1	13
1.155	24	          O1	1	13
3.725	25	         CP4	1	13
1.247	26	         TP8	1	13
-0.025	27	          RM	1	13
4.774	28	          P4	1	13
2.092	29	          P8	1	13
1.934	30	          O2	1	13
-1.373	31	        HEOG	1	13
1.723	32	        VEOG	1	13
2.075	33	         NAZ	1	13
2.507	34	         FPz	1	13
2.354	35	         AFz	1	13
3.423	36	         POZ	1	13
2.711	37	         AF3	1	13
2.46	38	         AF7	1	13
2.52	39	          F1	1	13
2.66	40	          F5	1	13
2.955	41	         FC1	1	13
2.693	42	         FC5	1	13
3.586	43	          C1	1	13
2.765	44	          C5	1	13
2.415	45	         AF4	1	13
1.87	46	         AF8	1	13
2.378	47	          F2	1	13
1.895	48	          F6	1	13
2.45	49	         FC2	1	13
1.654	50	         FC6	1	13
2.963	51	          C2	1	13
1.906	52	          C6	1	13
5.045	53	         CP1	1	13
2.866	54	         CP5	1	13
5.201	55	          P1	1	13
3.226	56	          P5	1	13
2.649	57	         PO3	1	13
1.127	58	         PO7	1	13
4.107	59	         CP2	1	13
2.987	60	         CP6	1	13
4.881	61	          P2	1	13
3.804	62	          P6	1	13
3.689	63	         PO4	1	13
2.026	64	         PO8	1	13
0.829	1	          Fz	2	13
0.557	2	         FCz	2	13
0.68	3	          Cz	2	13
2.001	4	         CPz	2	13
2.9	5	          Pz	2	13
0.946	6	          Oz	2	13
2.423	7	         FP1	2	13
1.853	8	          F3	2	13
1.584	9	          F7	2	13
1.694	10	         FC3	2	13
1.297	11	         FT7	2	13
2.006	12	          C3	2	13
1.987	13	         FP2	2	13
0.81	14	          F4	2	13
0.37	15	          F8	2	13
0.408	16	         FC4	2	13
0.305	17	         FT8	2	13
0.626	18	          C4	2	13
2.678	19	         CP3	2	13
0.697	20	         TP7	2	13
0.11	21	          LM	2	13
3.199	22	          P3	2	13
0.569	23	          P7	2	13
0.383	24	          O1	2	13
1.709	25	         CP4	2	13
0.647	26	         TP8	2	13
-0.11	27	          RM	2	13
2.957	28	          P4	2	13
1.041	29	          P8	2	13
0.986	30	          O2	2	13
-0.577	31	        HEOG	2	13
2.475	32	        VEOG	2	13
2.458	33	         NAZ	2	13
2.345	34	         FPz	2	13
1.532	35	         AFz	2	13
2.003	36	         POZ	2	13
1.839	37	         AF3	2	13
2.051	38	         AF7	2	13
1.188	39	          F1	2	13
1.888	40	          F5	2	13
1.141	41	         FC1	2	13
1.713	42	         FC5	2	13
1.529	43	          C1	2	13
1.692	44	          C5	2	13
1.519	45	         AF4	2	13
0.975	46	         AF8	2	13
0.812	47	          F2	2	13
0.671	48	          F6	2	13
0.462	49	         FC2	2	13
0.308	50	         FC6	2	13
0.756	51	          C2	2	13
0.553	52	          C6	2	13
2.606	53	         CP1	2	13
1.957	54	         CP5	2	13
3.077	55	          P1	2	13
2.391	56	          P5	2	13
1.741	57	         PO3	2	13
0.658	58	         PO7	2	13
1.775	59	         CP2	2	13
1.621	60	         CP6	2	13
2.73	61	          P2	2	13
2.55	62	          P6	2	13
2.293	63	         PO4	2	13
1.116	64	         PO8	2	13
2.693	1	          Fz	1	14
4.052	2	         FCz	1	14
4.175	3	          Cz	1	14
4.08	4	         CPz	1	14
3.087	5	          Pz	1	14
-1.389	6	          Oz	1	14
0.875	7	         FP1	1	14
1.545	8	          F3	1	14
-0.458	9	          F7	1	14
2.249	10	         FC3	1	14
0.333	11	         FT7	1	14
2.241	12	          C3	1	14
1.648	13	         FP2	1	14
2.717	14	          F4	1	14
1.357	15	          F8	1	14
3.821	16	         FC4	1	14
2.485	17	         FT8	1	14
4.376	18	          C4	1	14
2.039	19	         CP3	1	14
-1.004	20	         TP7	1	14
-0.077	21	          LM	1	14
0.754	22	          P3	1	14
-1.226	23	          P7	1	14
-0.963	24	          O1	1	14
4.691	25	         CP4	1	14
1.873	26	         TP8	1	14
0.077	27	          RM	1	14
4.578	28	          P4	1	14
2.947	29	          P8	1	14
-0.609	30	          O2	1	14
0.748	31	        HEOG	1	14
0.437	32	        VEOG	1	14
0.474	33	         NAZ	1	14
1.431	34	         FPz	1	14
1.617	35	         AFz	1	14
-0.263	36	         POZ	1	14
0.761	37	         AF3	1	14
0.344	38	         AF7	1	14
2.503	39	          F1	1	14
0.698	40	          F5	1	14
3.438	41	         FC1	1	14
0.685	42	         FC5	1	14
2.915	43	          C1	1	14
0.625	44	          C5	1	14
2.024	45	         AF4	1	14
1.636	46	         AF8	1	14
2.657	47	          F2	1	14
2.128	48	          F6	1	14
4.077	49	         FC2	1	14
2.812	50	         FC6	1	14
4.628	51	          C2	1	14
3.192	52	          C6	1	14
3.444	53	         CP1	1	14
0.384	54	         CP5	1	14
2.314	55	          P1	1	14
-1.356	56	          P5	1	14
-1.004	57	         PO3	1	14
-1.999	58	         PO7	1	14
4.632	59	         CP2	1	14
3.82	60	         CP6	1	14
3.873	61	          P2	1	14
4.218	62	          P6	1	14
1.151	63	         PO4	1	14
0.952	64	         PO8	1	14
2.434	1	          Fz	2	14
2.461	2	         FCz	2	14
2.606	3	          Cz	2	14
3.429	4	         CPz	2	14
2.657	5	          Pz	2	14
-1.849	6	          Oz	2	14
1.253	7	         FP1	2	14
1.959	8	          F3	2	14
0.871	9	          F7	2	14
1.8	10	         FC3	2	14
1.522	11	         FT7	2	14
1.609	12	          C3	2	14
1.99	13	         FP2	2	14
2.756	14	          F4	2	14
2.434	15	          F8	2	14
3.273	16	         FC4	2	14
2.879	17	         FT8	2	14
3.613	18	          C4	2	14
2.076	19	         CP3	2	14
-0.047	20	         TP7	2	14
-0.096	21	          LM	2	14
1.675	22	          P3	2	14
-1.606	23	          P7	2	14
-1.687	24	          O1	2	14
4.151	25	         CP4	2	14
2.305	26	         TP8	2	14
0.096	27	          RM	2	14
4.387	28	          P4	2	14
2.432	29	          P8	2	14
-0.839	30	          O2	2	14
4.487	31	        HEOG	2	14
0.532	32	        VEOG	2	14
0.93	33	         NAZ	2	14
1.864	34	         FPz	2	14
1.808	35	         AFz	2	14
-0.52	36	         POZ	2	14
1.619	37	         AF3	2	14
1.219	38	         AF7	2	14
1.996	39	          F1	2	14
1.434	40	          F5	2	14
1.871	41	         FC1	2	14
1.419	42	         FC5	2	14
1.911	43	          C1	2	14
1.026	44	          C5	2	14
2.263	45	         AF4	2	14
2.169	46	         AF8	2	14
2.479	47	          F2	2	14
2.713	48	          F6	2	14
2.835	49	         FC2	2	14
3.075	50	         FC6	2	14
3.134	51	          C2	2	14
3.287	52	          C6	2	14
2.747	53	         CP1	2	14
0.985	54	         CP5	2	14
2.648	55	          P1	2	14
-0.272	56	          P5	2	14
-1.679	57	         PO3	2	14
-2.426	58	         PO7	2	14
3.686	59	         CP2	2	14
3.749	60	         CP6	2	14
3.499	61	          P2	2	14
3.833	62	          P6	2	14
1.415	63	         PO4	2	14
0.408	64	         PO8	2	14
0.467	1	          Fz	1	15
-3.051	2	         FCz	1	15
1.053	3	          Cz	1	15
3.29	4	         CPz	1	15
1.838	5	          Pz	1	15
-4.924	6	          Oz	1	15
-1.77	7	         FP1	1	15
-3.943	8	          F3	1	15
-7.182	9	          F7	1	15
-4.564	10	         FC3	1	15
-6.858	11	         FT7	1	15
-0.614	12	          C3	1	15
1.073	13	         FP2	1	15
-2.657	14	          F4	1	15
-1.367	15	          F8	1	15
-1.175	16	         FC4	1	15
-0.809	17	         FT8	1	15
0.633	18	          C4	1	15
-0.41	19	         CP3	1	15
-3.137	20	         TP7	1	15
-0.316	21	          LM	1	15
-7.102	22	          P3	1	15
-3.323	23	          P7	1	15
-11.849	24	          O1	1	15
2.381	25	         CP4	1	15
0.603	26	         TP8	1	15
0.316	27	          RM	1	15
1.55	28	          P4	1	15
-1.724	29	          P8	1	15
-4.28	30	          O2	1	15
2.996	31	        HEOG	1	15
-0.908	32	        VEOG	1	15
-0.967	33	         NAZ	1	15
-2.212	34	         FPz	1	15
-3.613	35	         AFz	1	15
-0.298	36	         POZ	1	15
-1.472	37	         AF3	1	15
-12.886	38	         AF7	1	15
-10.331	39	          F1	1	15
-7.03	40	          F5	1	15
-3.419	41	         FC1	1	15
-5.089	42	         FC5	1	15
-0.514	43	          C1	1	15
-2.309	44	          C5	1	15
-0.641	45	         AF4	1	15
-1.608	46	         AF8	1	15
1.059	47	          F2	1	15
0.076	48	          F6	1	15
-0.407	49	         FC2	1	15
-0.486	50	         FC6	1	15
1.844	51	          C2	1	15
1.402	52	          C6	1	15
-0.582	53	         CP1	1	15
-2.142	54	         CP5	1	15
0.813	55	          P1	1	15
-5.748	56	          P5	1	15
-5.689	57	         PO3	1	15
-15.533	58	         PO7	1	15
2.995	59	         CP2	1	15
1.393	60	         CP6	1	15
3.297	61	          P2	1	15
-0.607	62	          P6	1	15
1.512	63	         PO4	1	15
3.546	64	         PO8	1	15
1.1	1	          Fz	2	15
1.597	2	         FCz	2	15
0.701	3	          Cz	2	15
1.351	4	         CPz	2	15
0.834	5	          Pz	2	15
-0.119	6	          Oz	2	15
1.571	7	         FP1	2	15
-0.448	8	          F3	2	15
-1.032	9	          F7	2	15
-0.215	10	         FC3	2	15
-2.723	11	         FT7	2	15
-0.081	12	          C3	2	15
2.192	13	         FP2	2	15
2.671	14	          F4	2	15
1.864	15	          F8	2	15
1.543	16	         FC4	2	15
2.062	17	         FT8	2	15
1.519	18	          C4	2	15
0.236	19	         CP3	2	15
-2.478	20	         TP7	2	15
-1.184	21	          LM	2	15
-0.223	22	          P3	2	15
-2.28	23	          P7	2	15
-3.222	24	          O1	2	15
1.923	25	         CP4	2	15
3.261	26	         TP8	2	15
1.184	27	          RM	2	15
1.804	28	          P4	2	15
1.635	29	          P8	2	15
-3.658	30	          O2	2	15
1.493	31	        HEOG	2	15
0.982	32	        VEOG	2	15
1.222	33	         NAZ	2	15
3.418	34	         FPz	2	15
2.171	35	         AFz	2	15
-0.835	36	         POZ	2	15
1.226	37	         AF3	2	15
0.611	38	         AF7	2	15
0.322	39	          F1	2	15
-0.513	40	          F5	2	15
1.028	41	         FC1	2	15
-1.207	42	         FC5	2	15
0.178	43	          C1	2	15
-0.619	44	          C5	2	15
2.47	45	         AF4	2	15
2.334	46	         AF8	2	15
2.444	47	          F2	2	15
1.469	48	          F6	2	15
0.863	49	         FC2	2	15
1.541	50	         FC6	2	15
1.215	51	          C2	2	15
1.774	52	          C6	2	15
0.441	53	         CP1	2	15
-0.698	54	         CP5	2	15
-0.05	55	          P1	2	15
0.905	56	          P5	2	15
-1.927	57	         PO3	2	15
-5.492	58	         PO7	2	15
1.677	59	         CP2	2	15
2.033	60	         CP6	2	15
1.595	61	          P2	2	15
1.976	62	          P6	2	15
0.251	63	         PO4	2	15
6.314	64	         PO8	2	15
-1.855	1	          Fz	1	16
-1.022	2	         FCz	1	16
-0.105	3	          Cz	1	16
0.841	4	         CPz	1	16
2.015	5	          Pz	1	16
0.404	6	          Oz	1	16
-4.143	7	         FP1	1	16
-2.634	8	          F3	1	16
-2.994	9	          F7	1	16
-0.879	10	         FC3	1	16
-1.433	11	         FT7	1	16
0.009	12	          C3	1	16
-2.467	13	         FP2	1	16
-1.151	14	          F4	1	16
-0.943	15	          F8	1	16
-0.326	16	         FC4	1	16
-0.016	17	         FT8	1	16
0.637	18	          C4	1	16
0.298	19	         CP3	1	16
-0.618	20	         TP7	1	16
-1.189	21	          LM	1	16
1.505	22	          P3	1	16
0.389	23	          P7	1	16
-0.421	24	          O1	1	16
1.775	25	         CP4	1	16
2.021	26	         TP8	1	16
1.189	27	          RM	1	16
3.435	28	          P4	1	16
3.216	29	          P8	1	16
1.746	30	          O2	1	16
3.317	31	        HEOG	1	16
-10.072	32	        VEOG	1	16
-5.332	33	         NAZ	1	16
-3.024	34	         FPz	1	16
-2.138	35	         AFz	1	16
2.647	36	         POZ	1	16
-2.864	37	         AF3	1	16
-4.381	38	         AF7	1	16
-2.761	39	          F1	1	16
-2.867	40	          F5	1	16
-1.119	41	         FC1	1	16
-1.051	42	         FC5	1	16
-0.344	43	          C1	1	16
-0.189	44	          C5	1	16
-1.887	45	         AF4	1	16
-1.741	46	         AF8	1	16
-1.415	47	          F2	1	16
-1.382	48	          F6	1	16
-0.632	49	         FC2	1	16
0.072	50	         FC6	1	16
0.106	51	          C2	1	16
1.179	52	          C6	1	16
0.536	53	         CP1	1	16
0.293	54	         CP5	1	16
1.663	55	          P1	1	16
0.829	56	          P5	1	16
2.319	57	         PO3	1	16
-0.106	58	         PO7	1	16
1.514	59	         CP2	1	16
2.269	60	         CP6	1	16
2.503	61	          P2	1	16
3.767	62	          P6	1	16
3.885	63	         PO4	1	16
2.774	64	         PO8	1	16
-0.72	1	          Fz	2	16
-0.07	2	         FCz	2	16
1.03	3	          Cz	2	16
2.098	4	         CPz	2	16
3.339	5	          Pz	2	16
1.889	6	          Oz	2	16
-1.132	7	         FP1	2	16
-0.382	8	          F3	2	16
-0.937	9	          F7	2	16
0.74	10	         FC3	2	16
0.118	11	         FT7	2	16
1.492	12	          C3	2	16
-0.922	13	         FP2	2	16
-0.346	14	          F4	2	16
-0.783	15	          F8	2	16
0.32	16	         FC4	2	16
0.259	17	         FT8	2	16
1.259	18	          C4	2	16
2.243	19	         CP3	2	16
0.958	20	         TP7	2	16
-0.083	21	          LM	2	16
3.632	22	          P3	2	16
2.112	23	          P7	2	16
1.534	24	          O1	2	16
2.396	25	         CP4	2	16
2.114	26	         TP8	2	16
0.083	27	          RM	2	16
3.779	28	          P4	2	16
3.374	29	          P8	2	16
2.816	30	          O2	2	16
1.996	31	        HEOG	2	16
-3.646	32	        VEOG	2	16
-1.879	33	         NAZ	2	16
-1.205	34	         FPz	2	16
-0.871	35	         AFz	2	16
3.826	36	         POZ	2	16
-1.063	37	         AF3	2	16
-1.538	38	         AF7	2	16
-0.761	39	          F1	2	16
-0.889	40	          F5	2	16
0.201	41	         FC1	2	16
0.457	42	         FC5	2	16
1.193	43	          C1	2	16
1.247	44	          C5	2	16
-0.699	45	         AF4	2	16
-0.797	46	         AF8	2	16
-0.491	47	          F2	2	16
-0.739	48	          F6	2	16
0.264	49	         FC2	2	16
0.27	50	         FC6	2	16
1.115	51	          C2	2	16
1.381	52	          C6	2	16
2.339	53	         CP1	2	16
1.915	54	         CP5	2	16
3.6	55	          P1	2	16
3.186	56	          P5	2	16
4.067	57	         PO3	2	16
1.906	58	         PO7	2	16
2.406	59	         CP2	2	16
2.455	60	         CP6	2	16
3.551	61	          P2	2	16
3.968	62	          P6	2	16
4.474	63	         PO4	2	16
3.503	64	         PO8	2	16
1.61	1	          Fz	1	17
1.672	2	         FCz	1	17
2.191	3	          Cz	1	17
2.807	4	         CPz	1	17
3.477	5	          Pz	1	17
0.754	6	          Oz	1	17
1.292	7	         FP1	1	17
3.469	8	          F3	1	17
1.393	9	          F7	1	17
2.089	10	         FC3	1	17
1.028	11	         FT7	1	17
1.878	12	          C3	1	17
0.574	13	         FP2	1	17
3.186	14	          F4	1	17
2.697	15	          F8	1	17
3.111	16	         FC4	1	17
2.945	17	         FT8	1	17
2.885	18	          C4	1	17
2.389	19	         CP3	1	17
4.24	20	         TP7	1	17
-0.644	21	          LM	1	17
2.896	22	          P3	1	17
1.632	23	          P7	1	17
3.689	24	          O1	1	17
3.046	25	         CP4	1	17
4.091	26	         TP8	1	17
0.644	27	          RM	1	17
3.524	28	          P4	1	17
3	29	          P8	1	17
3.684	30	          O2	1	17
-0.099	31	        HEOG	1	17
0.053	32	        VEOG	1	17
0.512	33	         NAZ	1	17
0.655	34	         FPz	1	17
5.993	35	         AFz	1	17
3.187	36	         POZ	1	17
2.013	37	         AF3	1	17
0.357	38	         AF7	1	17
1.391	39	          F1	1	17
1.123	40	          F5	1	17
1.607	41	         FC1	1	17
2.857	42	         FC5	1	17
2.044	43	          C1	1	17
1.685	44	          C5	1	17
2.919	45	         AF4	1	17
3.066	46	         AF8	1	17
5.603	47	          F2	1	17
3.119	48	          F6	1	17
2.622	49	         FC2	1	17
3.9	50	         FC6	1	17
2.448	51	          C2	1	17
3.535	52	          C6	1	17
2.511	53	         CP1	1	17
1.901	54	         CP5	1	17
2.789	55	          P1	1	17
2.109	56	          P5	1	17
2.999	57	         PO3	1	17
13.536	58	         PO7	1	17
2.946	59	         CP2	1	17
3.62	60	         CP6	1	17
3.433	61	          P2	1	17
4.31	62	          P6	1	17
2.655	63	         PO4	1	17
6.354	64	         PO8	1	17
3.315	1	          Fz	2	17
3.509	2	         FCz	2	17
3.688	3	          Cz	2	17
4.056	4	         CPz	2	17
4.133	5	          Pz	2	17
1.1	6	          Oz	2	17
2.289	7	         FP1	2	17
3.633	8	          F3	2	17
2.178	9	          F7	2	17
3.071	10	         FC3	2	17
1.742	11	         FT7	2	17
3.076	12	          C3	2	17
3.643	13	         FP2	2	17
3.925	14	          F4	2	17
3.038	15	          F8	2	17
3.994	16	         FC4	2	17
2.625	17	         FT8	2	17
3.916	18	          C4	2	17
3.404	19	         CP3	2	17
2.232	20	         TP7	2	17
-0.644	21	          LM	2	17
3.641	22	          P3	2	17
1.333	23	          P7	2	17
2.231	24	          O1	2	17
4.044	25	         CP4	2	17
2.194	26	         TP8	2	17
0.644	27	          RM	2	17
4.031	28	          P4	2	17
2.077	29	          P8	2	17
2.33	30	          O2	2	17
4.696	31	        HEOG	2	17
4.43	32	        VEOG	2	17
1.886	33	         NAZ	2	17
2.517	34	         FPz	2	17
4.485	35	         AFz	2	17
3.219	36	         POZ	2	17
2.835	37	         AF3	2	17
1.979	38	         AF7	2	17
3.02	39	          F1	2	17
2.576	40	          F5	2	17
3.252	41	         FC1	2	17
3.035	42	         FC5	2	17
3.461	43	          C1	2	17
2.253	44	          C5	2	17
3.619	45	         AF4	2	17
3.919	46	         AF8	2	17
4.764	47	          F2	2	17
3.874	48	          F6	2	17
3.851	49	         FC2	2	17
3.861	50	         FC6	2	17
3.874	51	          C2	2	17
3.547	52	          C6	2	17
3.701	53	         CP1	2	17
2.202	54	         CP5	2	17
3.826	55	          P1	2	17
2.715	56	          P5	2	17
3.085	57	         PO3	2	17
7.917	58	         PO7	2	17
4.115	59	         CP2	2	17
3.582	60	         CP6	2	17
4.175	61	          P2	2	17
3.82	62	          P6	2	17
2.687	63	         PO4	2	17
3.3	64	         PO8	2	17
2.346	1	          Fz	1	18
2.53	2	         FCz	1	18
3.195	3	          Cz	1	18
3.411	4	         CPz	1	18
3.171	5	          Pz	1	18
0.163	6	          Oz	1	18
2.978	7	         FP1	1	18
2.004	8	          F3	1	18
1.453	9	          F7	1	18
2.411	10	         FC3	1	18
1.709	11	         FT7	1	18
3.045	12	          C3	1	18
1.548	13	         FP2	1	18
2.554	14	          F4	1	18
1.123	15	          F8	1	18
3.366	16	         FC4	1	18
2.071	17	         FT8	1	18
3.627	18	          C4	1	18
2.809	19	         CP3	1	18
1.216	20	         TP7	1	18
-0.272	21	          LM	1	18
2.804	22	          P3	1	18
1.037	23	          P7	1	18
-0.521	24	          O1	1	18
3.61	25	         CP4	1	18
1.882	26	         TP8	1	18
0.272	27	          RM	1	18
2.449	28	          P4	1	18
1.451	29	          P8	1	18
-0.136	30	          O2	1	18
1.963	31	        HEOG	1	18
5.123	32	        VEOG	1	18
3.456	33	         NAZ	1	18
2.21	34	         FPz	1	18
1.727	35	         AFz	1	18
1.593	36	         POZ	1	18
1.751	37	         AF3	1	18
2.53	38	         AF7	1	18
1.73	39	          F1	1	18
1.861	40	          F5	1	18
2.726	41	         FC1	1	18
1.862	42	         FC5	1	18
3.044	43	          C1	1	18
1.973	44	          C5	1	18
1.764	45	         AF4	1	18
2.354	46	         AF8	1	18
2.397	47	          F2	1	18
2.38	48	          F6	1	18
3.127	49	         FC2	1	18
2.678	50	         FC6	1	18
3.57	51	          C2	1	18
2.812	52	          C6	1	18
3.181	53	         CP1	1	18
1.907	54	         CP5	1	18
2.901	55	          P1	1	18
1.873	56	          P5	1	18
1.151	57	         PO3	1	18
0.614	58	         PO7	1	18
3.442	59	         CP2	1	18
3.041	60	         CP6	1	18
3.036	61	          P2	1	18
2.051	62	          P6	1	18
1.039	63	         PO4	1	18
0.332	64	         PO8	1	18
0.864	1	          Fz	2	18
1.097	2	         FCz	2	18
1.486	3	          Cz	2	18
1.771	4	         CPz	2	18
1.69	5	          Pz	2	18
-0.024	6	          Oz	2	18
-0.73	7	         FP1	2	18
0.133	8	          F3	2	18
-1.037	9	          F7	2	18
0.444	10	         FC3	2	18
-0.985	11	         FT7	2	18
0.925	12	          C3	2	18
-0.009	13	         FP2	2	18
1.041	14	          F4	2	18
0.039	15	          F8	2	18
1.684	16	         FC4	2	18
0.023	17	         FT8	2	18
1.807	18	          C4	2	18
1.184	19	         CP3	2	18
0.32	20	         TP7	2	18
-0.368	21	          LM	2	18
1.53	22	          P3	2	18
0.563	23	          P7	2	18
