       value	     chindex	     chlabel	        bini	     ERPset
4.661	5	          Pz	1	27
1.249	6	          Oz	1	27
0.363	7	         FP1	1	27
0.435	8	          F3	1	27
-0.203	9	          F7	1	27
1.398	10	         FC3	1	27
0.355	11	         FT7	1	27
2.491	12	          C3	1	27
-0.297	13	         FP2	1	27
0.526	14	          F4	1	27
-0.445	15	          F8	1	27
1.074	16	         FC4	1	27
0.692	17	         FT8	1	27
2.22	18	          C4	1	27
3.122	19	         CP3	1	27
0.116	20	         TP7	1	27
-0.114	21	          LM	1	27
3.16	22	          P3	1	27
0.532	23	          P7	1	27
0.968	24	          O1	1	27
3.575	25	         CP4	1	27
1.776	26	         TP8	1	27
0.114	27	          RM	1	27
4.693	28	          P4	1	27
2.681	29	          P8	1	27
3.327	30	          O2	1	27
-2.522	31	        HEOG	1	27
-0.859	32	        VEOG	1	27
0.307	33	         NAZ	1	27
0.227	34	         FPz	1	27
0.496	35	         AFz	1	27
3.108	36	         POZ	1	27
0.111	37	         AF3	1	27
-0.013	38	         AF7	1	27
0.718	39	          F1	1	27
0.354	40	          F5	1	27
1.823	41	         FC1	1	27
0.599	42	         FC5	1	27
2.842	43	          C1	1	27
1.037	44	          C5	1	27
-0.068	45	         AF4	1	27
-1.096	46	         AF8	1	27
0.895	47	          F2	1	27
-0.179	48	          F6	1	27
1.615	49	         FC2	1	27
0.538	50	         FC6	1	27
2.867	51	          C2	1	27
1.764	52	          C6	1	27
4.035	53	         CP1	1	27
1.622	54	         CP5	1	27
4.433	55	          P1	1	27
1.741	56	          P5	1	27
2.2	57	         PO3	1	27
0.172	58	         PO7	1	27
4.357	59	         CP2	1	27
3.106	60	         CP6	1	27
4.461	61	          P2	1	27
4.158	62	          P6	1	27
3.315	63	         PO4	1	27
1.84	64	         PO8	1	27
-0.575	1	          Fz	2	27
-0.373	2	         FCz	2	27
-0.122	3	          Cz	2	27
0.786	4	         CPz	2	27
1.171	5	          Pz	2	27
0.302	6	          Oz	2	27
-0.513	7	         FP1	2	27
-1.009	8	          F3	2	27
-0.87	9	          F7	2	27
-0.236	10	         FC3	2	27
-0.789	11	         FT7	2	27
0.036	12	          C3	2	27
-1.382	13	         FP2	2	27
-0.937	14	          F4	2	27
-1.291	15	          F8	2	27
-0.569	16	         FC4	2	27
-0.446	17	         FT8	2	27
0.02	18	          C4	2	27
0.434	19	         CP3	2	27
-0.189	20	         TP7	2	27
-0.021	21	          LM	2	27
0.46	22	          P3	2	27
-0.125	23	          P7	2	27
0.038	24	          O1	2	27
1.061	25	         CP4	2	27
0.852	26	         TP8	2	27
0.021	27	          RM	2	27
1.862	28	          P4	2	27
1.56	29	          P8	2	27
1.121	30	          O2	2	27
-3.94	31	        HEOG	2	27
-2.16	32	        VEOG	2	27
-0.712	33	         NAZ	2	27
-0.737	34	         FPz	2	27
-0.936	35	         AFz	2	27
0.56	36	         POZ	2	27
-0.891	37	         AF3	2	27
-0.604	38	         AF7	2	27
-0.819	39	          F1	2	27
-0.603	40	          F5	2	27
-0.251	41	         FC1	2	27
-0.435	42	         FC5	2	27
0.078	43	          C1	2	27
-0.154	44	          C5	2	27
-1.324	45	         AF4	2	27
-1.883	46	         AF8	2	27
-0.698	47	          F2	2	27
-1.162	48	          F6	2	27
-0.479	49	         FC2	2	27
-0.531	50	         FC6	2	27
-0.004	51	          C2	2	27
0.08	52	          C6	2	27
0.642	53	         CP1	2	27
0.024	54	         CP5	2	27
1.116	55	          P1	2	27
0.221	56	          P5	2	27
0.209	57	         PO3	2	27
-0.33	58	         PO7	2	27
0.945	59	         CP2	2	27
1.281	60	         CP6	2	27
1.129	61	          P2	2	27
2.557	62	          P6	2	27
1.113	63	         PO4	2	27
0.895	64	         PO8	2	27
3.939	1	          Fz	1	28
2.902	2	         FCz	1	28
3.672	3	          Cz	1	28
3.907	4	         CPz	1	28
1.568	5	          Pz	1	28
-3.924	6	          Oz	1	28
-1.818	7	         FP1	1	28
-15.128	8	          F3	1	28
-6.017	9	          F7	1	28
-1.965	10	         FC3	1	28
-14.232	11	         FT7	1	28
-8.334	12	          C3	1	28
2.798	13	         FP2	1	28
-2.16	14	          F4	1	28
-10.393	15	          F8	1	28
-24.741	16	         FC4	1	28
-7.061	17	         FT8	1	28
-1.542	18	          C4	1	28
-1.994	19	         CP3	1	28
-2.522	20	         TP7	1	28
-0.809	21	          LM	1	28
-4.146	22	          P3	1	28
-18.802	23	          P7	1	28
-13.038	24	          O1	1	28
-1.46	25	         CP4	1	28
-8.975	26	         TP8	1	28
0.809	27	          RM	1	28
3.101	28	          P4	1	28
-28.714	29	          P8	1	28
-17.673	30	          O2	1	28
6.098	31	        HEOG	1	28
-0.446	32	        VEOG	1	28
1.616	33	         NAZ	1	28
-1.943	34	         FPz	1	28
4.021	35	         AFz	1	28
-1.452	36	         POZ	1	28
-16.591	37	         AF3	1	28
-20.076	38	         AF7	1	28
-3.417	39	          F1	1	28
-13.939	40	          F5	1	28
-3.416	41	         FC1	1	28
-11.129	42	         FC5	1	28
2.858	43	          C1	1	28
-34.843	44	          C5	1	28
-8.965	45	         AF4	1	28
-10.049	46	         AF8	1	28
4.077	47	          F2	1	28
-8.927	48	          F6	1	28
3.008	49	         FC2	1	28
-6.318	50	         FC6	1	28
-0.815	51	          C2	1	28
-8.7	52	          C6	1	28
3.898	53	         CP1	1	28
-21.969	54	         CP5	1	28
0.45	55	          P1	1	28
-23.977	56	          P5	1	28
-11.744	57	         PO3	1	28
-15.205	58	         PO7	1	28
3.757	59	         CP2	1	28
-5.588	60	         CP6	1	28
2.681	61	          P2	1	28
-3.153	62	          P6	1	28
-3.41	63	         PO4	1	28
-18.215	64	         PO8	1	28
1.343	1	          Fz	2	28
1.477	2	         FCz	2	28
1.705	3	          Cz	2	28
2.193	4	         CPz	2	28
2.267	5	          Pz	2	28
0.033	6	          Oz	2	28
-1.251	7	         FP1	2	28
-3.819	8	          F3	2	28
-1.914	9	          F7	2	28
-0.47	10	         FC3	2	28
-4.28	11	         FT7	2	28
-1.519	12	          C3	2	28
-1.937	13	         FP2	2	28
-0.626	14	          F4	2	28
-2.628	15	          F8	2	28
-7.25	16	         FC4	2	28
-1.963	17	         FT8	2	28
1.012	18	          C4	2	28
0.281	19	         CP3	2	28
-0.579	20	         TP7	2	28
-0.231	21	          LM	2	28
0.222	22	          P3	2	28
-4.728	23	          P7	2	28
-2.974	24	          O1	2	28
1.436	25	         CP4	2	28
-1.909	26	         TP8	2	28
0.231	27	          RM	2	28
2.657	28	          P4	2	28
-6.554	29	          P8	2	28
-4.775	30	          O2	2	28
4.746	31	        HEOG	2	28
1.22	32	        VEOG	2	28
0.197	33	         NAZ	2	28
-1.325	34	         FPz	2	28
1.418	35	         AFz	2	28
1.43	36	         POZ	2	28
-5.117	37	         AF3	2	28
-7.553	38	         AF7	2	28
-0.464	39	          F1	2	28
-3.897	40	          F5	2	28
0.297	41	         FC1	2	28
-2.308	42	         FC5	2	28
1.471	43	          C1	2	28
-8.287	44	          C5	2	28
-5.972	45	         AF4	2	28
-9.708	46	         AF8	2	28
1.423	47	          F2	2	28
-1.955	48	          F6	2	28
1.436	49	         FC2	2	28
-1.493	50	         FC6	2	28
0.638	51	          C2	2	28
-1.42	52	          C6	2	28
1.913	53	         CP1	2	28
-4.285	54	         CP5	2	28
1.44	55	          P1	2	28
-5.119	56	          P5	2	28
-1.96	57	         PO3	2	28
-3.387	58	         PO7	2	28
2.415	59	         CP2	2	28
0.17	60	         CP6	2	28
2.536	61	          P2	2	28
0.527	62	          P6	2	28
0.627	63	         PO4	2	28
-4.126	64	         PO8	2	28
1.811	1	          Fz	1	29
1.998	2	         FCz	1	29
1.628	3	          Cz	1	29
1.361	4	         CPz	1	29
0.748	5	          Pz	1	29
-1.797	6	          Oz	1	29
-0.09	7	         FP1	1	29
1.275	8	          F3	1	29
0.082	9	          F7	1	29
1.518	10	         FC3	1	29
-0.54	11	         FT7	1	29
1.612	12	          C3	1	29
2.64	13	         FP2	1	29
2.057	14	          F4	1	29
2.195	15	          F8	1	29
2.08	16	         FC4	1	29
1.872	17	         FT8	1	29
1.957	18	          C4	1	29
1.076	19	         CP3	1	29
-1.524	20	         TP7	1	29
-0.716	21	          LM	1	29
0.467	22	          P3	1	29
-1.923	23	          P7	1	29
-2.375	24	          O1	1	29
1.397	25	         CP4	1	29
-0.327	26	         TP8	1	29
0.716	27	          RM	1	29
1.024	28	          P4	1	29
-0.598	29	          P8	1	29
-0.134	30	          O2	1	29
5.562	31	        HEOG	1	29
5	32	        VEOG	1	29
1.667	33	         NAZ	1	29
1.534	34	         FPz	1	29
1.431	35	         AFz	1	29
-0.704	36	         POZ	1	29
0.416	37	         AF3	1	29
0.83	38	         AF7	1	29
1.892	39	          F1	1	29
0.172	40	          F5	1	29
1.806	41	         FC1	1	29
0.693	42	         FC5	1	29
1.317	43	          C1	1	29
0.685	44	          C5	1	29
1.589	45	         AF4	1	29
2.127	46	         AF8	1	29
1.747	47	          F2	1	29
2.111	48	          F6	1	29
1.99	49	         FC2	1	29
2.24	50	         FC6	1	29
1.939	51	          C2	1	29
1.627	52	          C6	1	29
1.387	53	         CP1	1	29
-0.486	54	         CP5	1	29
1.056	55	          P1	1	29
-0.459	56	          P5	1	29
-1.106	57	         PO3	1	29
-1.906	58	         PO7	1	29
1.45	59	         CP2	1	29
1.323	60	         CP6	1	29
0.808	61	          P2	1	29
0.926	62	          P6	1	29
-0.188	63	         PO4	1	29
-1.054	64	         PO8	1	29
1.669	1	          Fz	2	29
1.493	2	         FCz	2	29
1.351	3	          Cz	2	29
1.264	4	         CPz	2	29
1.039	5	          Pz	2	29
-0.981	6	          Oz	2	29
0.797	7	         FP1	2	29
1.527	8	          F3	2	29
0.28	9	          F7	2	29
1.495	10	         FC3	2	29
-0.423	11	         FT7	2	29
1.557	12	          C3	2	29
0.934	13	         FP2	2	29
1.957	14	          F4	2	29
2.374	15	          F8	2	29
1.985	16	         FC4	2	29
1.599	17	         FT8	2	29
2.046	18	          C4	2	29
1.256	19	         CP3	2	29
-1.877	20	         TP7	2	29
-0.482	21	          LM	2	29
0.953	22	          P3	2	29
-0.966	23	          P7	2	29
-2.147	24	          O1	2	29
1.906	25	         CP4	2	29
0.972	26	         TP8	2	29
0.482	27	          RM	2	29
1.906	28	          P4	2	29
0.296	29	          P8	2	29
-0.569	30	          O2	2	29
5.544	31	        HEOG	2	29
1.994	32	        VEOG	2	29
1.328	33	         NAZ	2	29
0.741	34	         FPz	2	29
1.418	35	         AFz	2	29
0.089	36	         POZ	2	29
0.449	37	         AF3	2	29
0.163	38	         AF7	2	29
1.56	39	          F1	2	29
0.815	40	          F5	2	29
1.448	41	         FC1	2	29
1.103	42	         FC5	2	29
0.871	43	          C1	2	29
1.088	44	          C5	2	29
1.706	45	         AF4	2	29
2.147	46	         AF8	2	29
1.656	47	          F2	2	29
2.32	48	          F6	2	29
1.674	49	         FC2	2	29
2.385	50	         FC6	2	29
1.731	51	          C2	2	29
2.232	52	          C6	2	29
1.283	53	         CP1	2	29
0.544	54	         CP5	2	29
0.788	55	          P1	2	29
0.308	56	          P5	2	29
-0.106	57	         PO3	2	29
-1.365	58	         PO7	2	29
1.534	59	         CP2	2	29
2.103	60	         CP6	2	29
1.357	61	          P2	2	29
1.871	62	          P6	2	29
0.814	63	         PO4	2	29
0.365	64	         PO8	2	29
3.595	1	          Fz	1	30
4.385	2	         FCz	1	30
4.043	3	          Cz	1	30
2.788	4	         CPz	1	30
0.879	5	          Pz	1	30
-0.694	6	          Oz	1	30
2.831	7	         FP1	1	30
3.336	8	          F3	1	30
2.178	9	          F7	1	30
3.668	10	         FC3	1	30
2.058	11	         FT7	1	30
3.146	12	          C3	1	30
2.993	13	         FP2	1	30
4.466	14	          F4	1	30
3.844	15	          F8	1	30
4.662	16	         FC4	1	30
3.109	17	         FT8	1	30
3.574	18	          C4	1	30
1.874	19	         CP3	1	30
-0.602	20	         TP7	1	30
-0.19	21	          LM	1	30
0.472	22	          P3	1	30
-1.194	23	          P7	1	30
-0.976	24	          O1	1	30
1.439	25	         CP4	1	30
0.052	26	         TP8	1	30
0.19	27	          RM	1	30
-0.59	28	          P4	1	30
-1.062	29	          P8	1	30
-0.895	30	          O2	1	30
3.636	31	        HEOG	1	30
3.252	32	        VEOG	1	30
2.627	33	         NAZ	1	30
2.703	34	         FPz	1	30
2.865	35	         AFz	1	30
-0.684	36	         POZ	1	30
2.778	37	         AF3	1	30
2.581	38	         AF7	1	30
3.41	39	          F1	1	30
2.875	40	          F5	1	30
4.022	41	         FC1	1	30
3.018	42	         FC5	1	30
3.678	43	          C1	1	30
2.271	44	          C5	1	30
3.416	45	         AF4	1	30
3.6	46	         AF8	1	30
4.048	47	          F2	1	30
4.29	48	          F6	1	30
4.624	49	         FC2	1	30
3.849	50	         FC6	1	30
4.01	51	          C2	1	30
2.56	52	          C6	1	30
2.6	53	         CP1	1	30
0.777	54	         CP5	1	30
0.52	55	          P1	1	30
-1.208	56	          P5	1	30
-1.462	57	         PO3	1	30
-1.252	58	         PO7	1	30
2.656	59	         CP2	1	30
0.949	60	         CP6	1	30
0.782	61	          P2	1	30
-1.243	62	          P6	1	30
-0.897	63	         PO4	1	30
-1.068	64	         PO8	1	30
3.343	1	          Fz	2	30
2.96	2	         FCz	2	30
2.604	3	          Cz	2	30
1.722	4	         CPz	2	30
0.224	5	          Pz	2	30
-1.038	6	          Oz	2	30
3.246	7	         FP1	2	30
2.412	8	          F3	2	30
1.369	9	          F7	2	30
2.308	10	         FC3	2	30
1.021	11	         FT7	2	30
1.83	12	          C3	2	30
3.962	13	         FP2	2	30
4.164	14	          F4	2	30
4.193	15	          F8	2	30
3.752	16	         FC4	2	30
3.31	17	         FT8	2	30
2.67	18	          C4	2	30
0.806	19	         CP3	2	30
-0.362	20	         TP7	2	30
-0.479	21	          LM	2	30
-0.158	22	          P3	2	30
-1.594	23	          P7	2	30
-0.88	24	          O1	2	30
0.802	25	         CP4	2	30
-0.155	26	         TP8	2	30
0.479	27	          RM	2	30
-0.761	28	          P4	2	30
-1.115	29	          P8	2	30
-0.851	30	          O2	2	30
7.031	31	        HEOG	2	30
3.258	32	        VEOG	2	30
3.024	33	         NAZ	2	30
3.81	34	         FPz	2	30
3.536	35	         AFz	2	30
-0.795	36	         POZ	2	30
2.743	37	         AF3	2	30
2.002	38	         AF7	2	30
2.873	39	          F1	2	30
1.859	40	          F5	2	30
2.497	41	         FC1	2	30
1.918	42	         FC5	2	30
2.272	43	          C1	2	30
1.263	44	          C5	2	30
3.987	45	         AF4	2	30
4.053	46	         AF8	2	30
3.779	47	          F2	2	30
4.212	48	          F6	2	30
3.423	49	         FC2	2	30
3.645	50	         FC6	2	30
2.655	51	          C2	2	30
2.248	52	          C6	2	30
1.465	53	         CP1	2	30
0.045	54	         CP5	2	30
-0.127	55	          P1	2	30
-1.601	56	          P5	2	30
-1.685	57	         PO3	2	30
-1.173	58	         PO7	2	30
1.492	59	         CP2	2	30
0.647	60	         CP6	2	30
0.165	61	          P2	2	30
-1.484	62	          P6	2	30
-0.871	63	         PO4	2	30
-1.181	64	         PO8	2	30
